job_id,basic_requirement,professional_skill,professional_quality,job_name,job_name
1457,2,13,3,实施工程师,实施工程师
1458,2,18,0,Java,Java
1459,0,2,0,软件测试,软件测试
1460,2,1,6,科研人员,科研人员
1461,0,18,9,测试工程师,测试工程师
1462,4,17,2,C/C++,C/C++
1463,2,1,0,软件测试,软件测试
1464,2,1,0,测试工程师,测试工程师
1465,0,7,4,软件测试,软件测试
1466,2,2,1,科研人员,科研人员
1467,0,4,0,C/C++,C/C++
1468,0,4,2,软件测试,软件测试
1469,0,2,0,硬件测试,硬件测试
1470,4,10,8,C/C++,C/C++
1471,0,3,0,实施工程师,实施工程师
1472,0,15,3,Java,Java
1473,0,10,0,Java,Java
1474,2,9,1,C/C++,C/C++
1475,0,15,1,Java,Java
1476,2,2,2,技术支持工程师,技术支持工程师
1477,0,4,0,测试工程师,测试工程师
1478,2,3,6,技术支持工程师,技术支持工程师
1479,0,21,0,Java,Java
1480,4,2,4,技术支持工程师,技术支持工程师
1481,0,5,1,测试工程师,测试工程师
1482,2,11,3,Java,Java
1483,0,1,5,实施工程师,实施工程师
1484,2,2,2,技术支持工程师,技术支持工程师
1485,0,1,6,实施工程师,实施工程师
1486,0,0,0,Java,Java
1487,0,4,0,技术支持工程师,技术支持工程师
1488,0,0,0,测试工程师,测试工程师
1489,0,7,2,C/C++,C/C++
1490,0,15,1,Java,Java
1491,4,5,3,测试工程师,测试工程师
1492,0,1,0,科研人员,科研人员
1493,0,0,0,硬件测试,硬件测试
1494,0,6,0,技术支持工程师,技术支持工程师
1495,0,7,0,C/C++,C/C++
1496,0,19,3,Java,Java
1497,3,1,0,科研人员,科研人员
1498,0,17,0,Java,Java
1499,0,10,0,前端开发,前端开发
1500,0,15,1,C/C++,C/C++
1501,2,13,7,Java,Java
1502,0,2,0,技术支持工程师,技术支持工程师
1503,0,16,4,前端开发,前端开发
1504,0,1,0,技术支持工程师,技术支持工程师
1505,2,7,2,软件测试,软件测试
1506,0,15,1,Java,Java
1507,2,11,3,实施工程师,实施工程师
1508,2,1,0,科研人员,科研人员
1509,1,3,2,硬件测试,硬件测试
1510,0,3,4,软件测试,软件测试
1511,0,1,0,技术支持工程师,技术支持工程师
1512,0,3,0,技术支持工程师,技术支持工程师
1513,2,1,0,硬件测试,硬件测试
1514,0,2,0,技术支持工程师,技术支持工程师
1515,0,12,5,Java,Java
1516,0,1,0,科研人员,科研人员
1517,0,0,0,前端开发,前端开发
1518,0,4,0,实施工程师,实施工程师
1519,2,21,1,Java,Java
1520,2,5,10,软件测试,软件测试
1521,0,8,0,C/C++,C/C++
1522,2,4,0,技术支持工程师,技术支持工程师
1523,2,11,2,Java,Java
1524,2,3,7,前端开发,前端开发
1525,0,0,0,软件测试,软件测试
1526,2,13,7,C/C++,C/C++
1527,0,7,0,Java,Java
1528,0,13,0,Java,Java
1529,2,3,0,测试工程师,测试工程师
1530,2,3,2,硬件测试,硬件测试
1531,0,13,2,Java,Java
1532,0,8,6,测试工程师,测试工程师
1533,0,5,0,硬件测试,硬件测试
1534,0,0,0,实施工程师,实施工程师
1535,0,9,2,Java,Java
1536,2,5,0,C/C++,C/C++
1537,0,0,0,软件测试,软件测试
1538,0,3,0,软件测试,软件测试
1539,2,1,5,测试工程师,测试工程师
1540,0,0,0,测试工程师,测试工程师
1541,0,8,1,前端开发,前端开发
1542,0,11,0,Java,Java
1543,0,5,1,测试工程师,测试工程师
1544,0,4,5,实施工程师,实施工程师
1545,0,0,0,科研人员,科研人员
1546,2,1,2,硬件测试,硬件测试
1547,2,1,2,软件测试,软件测试
1548,3,12,0,软件测试,软件测试
1549,0,3,0,技术支持工程师,技术支持工程师
1550,0,3,0,实施工程师,实施工程师
1551,0,5,8,软件测试,软件测试
1552,2,5,0,测试工程师,测试工程师
1553,2,6,6,技术支持工程师,技术支持工程师
1554,0,1,0,科研人员,科研人员
1555,0,9,0,前端开发,前端开发
1556,0,0,0,C/C++,C/C++
1557,3,5,1,实施工程师,实施工程师
1558,0,4,3,硬件测试,硬件测试
1559,0,3,0,实施工程师,实施工程师
1560,0,15,1,Java,Java
1561,2,7,2,C/C++,C/C++
1562,2,1,0,实施工程师,实施工程师
1563,2,10,0,测试工程师,测试工程师
1564,0,14,4,前端开发,前端开发
1565,0,21,0,Java,Java
1566,2,7,3,前端开发,前端开发
1567,0,21,0,Java,Java
1568,0,3,0,技术支持工程师,技术支持工程师
1569,2,3,6,实施工程师,实施工程师
1570,0,1,0,技术支持工程师,技术支持工程师
1571,0,7,4,软件测试,软件测试
1572,0,3,0,实施工程师,实施工程师
1573,2,1,0,测试工程师,测试工程师
1574,0,27,2,前端开发,前端开发
1575,0,2,0,软件测试,软件测试
1576,0,0,0,硬件测试,硬件测试
1577,0,2,3,实施工程师,实施工程师
1578,0,2,0,软件测试,软件测试
1579,0,13,6,前端开发,前端开发
1580,2,1,4,科研人员,科研人员
1581,2,10,8,C/C++,C/C++
1582,0,0,0,测试工程师,测试工程师
1583,2,3,4,科研人员,科研人员
1584,0,16,4,前端开发,前端开发
1585,2,2,7,科研人员,科研人员
1586,2,0,0,科研人员,科研人员
1587,0,2,0,软件测试,软件测试
1588,0,6,2,C/C++,C/C++
1589,0,0,0,技术支持工程师,技术支持工程师
1590,4,8,8,技术支持工程师,技术支持工程师
1591,0,0,0,技术支持工程师,技术支持工程师
1592,2,13,2,实施工程师,实施工程师
1593,2,4,4,实施工程师,实施工程师
1594,0,3,7,科研人员,科研人员
1595,2,3,0,软件测试,软件测试
1596,0,0,0,测试工程师,测试工程师
1597,0,0,0,科研人员,科研人员
1598,0,8,1,前端开发,前端开发
1599,2,1,0,科研人员,科研人员
1600,0,0,0,软件测试,软件测试
1601,2,0,8,科研人员,科研人员
1602,0,1,0,C/C++,C/C++
1603,0,0,0,实施工程师,实施工程师
1604,2,4,3,软件测试,软件测试
1605,0,20,3,Java,Java
1606,2,15,1,前端开发,前端开发
1607,3,0,4,测试工程师,测试工程师
1608,4,2,1,技术支持工程师,技术支持工程师
1609,0,9,2,Java,Java
1610,2,2,1,实施工程师,实施工程师
1611,0,0,0,测试工程师,测试工程师
1612,2,11,2,C/C++,C/C++
1613,2,27,6,Java,Java
1614,2,1,2,科研人员,科研人员
1615,2,6,3,测试工程师,测试工程师
1616,0,6,0,测试工程师,测试工程师
1617,0,0,0,技术支持工程师,技术支持工程师
1618,2,11,3,C/C++,C/C++
1619,2,4,7,硬件测试,硬件测试
1620,2,0,1,硬件测试,硬件测试
1621,0,0,0,测试工程师,测试工程师
1622,0,3,0,技术支持工程师,技术支持工程师
1623,2,5,7,测试工程师,测试工程师
1624,2,1,0,软件测试,软件测试
1625,2,4,10,技术支持工程师,技术支持工程师
1626,2,8,0,软件测试,软件测试
1627,2,2,2,科研人员,科研人员
1628,2,1,0,软件测试,软件测试
1629,2,1,0,硬件测试,硬件测试
1630,0,5,0,硬件测试,硬件测试
1631,0,0,0,C/C++,C/C++
1632,0,0,0,技术支持工程师,技术支持工程师
1633,0,6,2,C/C++,C/C++
1634,0,21,0,Java,Java
1635,0,1,6,实施工程师,实施工程师
1636,3,2,6,实施工程师,实施工程师
1637,4,2,4,实施工程师,实施工程师
1638,0,1,0,实施工程师,实施工程师
1639,0,3,0,实施工程师,实施工程师
1640,0,0,0,前端开发,前端开发
1641,0,20,0,Java,Java
1642,2,8,5,实施工程师,实施工程师
1643,0,21,0,Java,Java
1644,1,3,6,测试工程师,测试工程师
1645,0,3,0,技术支持工程师,技术支持工程师
1646,2,11,4,前端开发,前端开发
1647,1,2,0,测试工程师,测试工程师
1648,0,8,1,前端开发,前端开发
1649,2,14,0,C/C++,C/C++
1650,0,1,0,测试工程师,测试工程师
1651,0,1,2,硬件测试,硬件测试
1652,0,16,4,前端开发,前端开发
1653,0,21,7,Java,Java
1654,4,10,8,C/C++,C/C++
1655,2,12,0,Java,Java
1656,0,2,0,软件测试,软件测试
1657,0,2,0,C/C++,C/C++
1658,2,1,2,科研人员,科研人员
1659,2,7,4,硬件测试,硬件测试
1660,2,0,0,科研人员,科研人员
1661,2,2,6,硬件测试,硬件测试
1662,0,1,0,技术支持工程师,技术支持工程师
1663,2,7,2,科研人员,科研人员
1664,0,1,1,技术支持工程师,技术支持工程师
1665,0,9,2,前端开发,前端开发
1666,2,17,0,Java,Java
1667,2,1,2,科研人员,科研人员
1668,2,1,0,软件测试,软件测试
1669,2,5,2,Java,Java
1670,4,0,0,科研人员,科研人员
1671,2,5,7,测试工程师,测试工程师
1672,2,1,1,实施工程师,实施工程师
1673,0,2,0,实施工程师,实施工程师
1674,2,3,2,C/C++,C/C++
1675,2,1,0,科研人员,科研人员
1676,0,6,0,Java,Java
1677,0,0,0,测试工程师,测试工程师
1678,2,8,5,技术支持工程师,技术支持工程师
1679,0,5,0,测试工程师,测试工程师
1680,2,4,3,C/C++,C/C++
1681,0,0,0,科研人员,科研人员
1682,0,2,0,硬件测试,硬件测试
1683,0,1,0,实施工程师,实施工程师
1684,2,10,0,软件测试,软件测试
1685,2,4,2,软件测试,软件测试
1686,2,1,3,技术支持工程师,技术支持工程师
1687,0,3,0,技术支持工程师,技术支持工程师
1688,2,3,0,软件测试,软件测试
1689,2,2,6,科研人员,科研人员
1690,0,14,0,Java,Java
1691,0,1,0,技术支持工程师,技术支持工程师
1692,0,15,1,Java,Java
1693,2,2,4,科研人员,科研人员
1694,0,0,0,科研人员,科研人员
1695,0,0,0,科研人员,科研人员
1696,0,0,0,前端开发,前端开发
1697,2,0,0,科研人员,科研人员
1698,0,5,4,实施工程师,实施工程师
1699,0,3,0,技术支持工程师,技术支持工程师
1700,0,30,7,C/C++,C/C++
1701,0,2,4,实施工程师,实施工程师
1702,0,0,0,硬件测试,硬件测试
1703,3,2,5,技术支持工程师,技术支持工程师
1704,2,2,0,技术支持工程师,技术支持工程师
1705,2,5,2,C/C++,C/C++
1706,0,0,0,C/C++,C/C++
1707,0,3,0,技术支持工程师,技术支持工程师
1708,2,2,4,科研人员,科研人员
1709,4,7,4,科研人员,科研人员
1710,0,4,0,前端开发,前端开发
1711,0,2,0,软件测试,软件测试
1712,0,7,4,软件测试,软件测试
1713,2,22,7,Java,Java
1714,0,0,0,科研人员,科研人员
1715,2,1,3,科研人员,科研人员
1716,0,2,0,Java,Java
1717,0,3,0,技术支持工程师,技术支持工程师
1718,0,22,0,前端开发,前端开发
1719,0,3,3,测试工程师,测试工程师
1720,2,4,12,实施工程师,实施工程师
1721,2,23,3,前端开发,前端开发
1722,2,1,2,科研人员,科研人员
1723,0,5,0,硬件测试,硬件测试
1724,0,0,0,技术支持工程师,技术支持工程师
1725,0,10,1,Java,Java
1726,2,9,1,C/C++,C/C++
1727,2,5,6,C/C++,C/C++
1728,0,1,0,硬件测试,硬件测试
1729,2,7,0,软件测试,软件测试
1730,2,16,3,Java,Java
1731,0,5,8,C/C++,C/C++
1732,3,9,9,软件测试,软件测试
1733,2,3,4,技术支持工程师,技术支持工程师
1734,0,2,0,前端开发,前端开发
1735,2,1,1,技术支持工程师,技术支持工程师
1736,0,0,0,C/C++,C/C++
1737,2,7,0,软件测试,软件测试
1738,5,3,0,技术支持工程师,技术支持工程师
1739,2,5,5,测试工程师,测试工程师
1740,2,2,0,科研人员,科研人员
1741,2,4,1,测试工程师,测试工程师
1742,2,11,0,C/C++,C/C++
1743,2,21,3,Java,Java
1744,2,17,0,Java,Java
1745,2,3,3,技术支持工程师,技术支持工程师
1746,2,26,9,Java,Java
1747,0,0,0,测试工程师,测试工程师
1748,0,5,0,硬件测试,硬件测试
1749,2,11,3,C/C++,C/C++
1750,0,7,0,Java,Java
1751,2,8,10,实施工程师,实施工程师
1752,0,5,0,C/C++,C/C++
1753,0,1,0,实施工程师,实施工程师
1754,4,17,2,Java,Java
1755,0,4,4,C/C++,C/C++
1756,2,5,5,技术支持工程师,技术支持工程师
1757,0,1,6,测试工程师,测试工程师
1758,0,8,0,Java,Java
1759,2,5,9,实施工程师,实施工程师
1760,0,6,0,软件测试,软件测试
1761,0,2,0,测试工程师,测试工程师
1762,0,2,0,软件测试,软件测试
1763,2,0,0,科研人员,科研人员
1764,0,8,1,前端开发,前端开发
1765,2,12,1,前端开发,前端开发
1766,2,0,4,科研人员,科研人员
1767,2,11,0,Java,Java
1768,0,8,0,前端开发,前端开发
1769,2,2,3,实施工程师,实施工程师
1770,2,3,0,科研人员,科研人员
1771,2,26,4,软件测试,软件测试
1772,2,3,0,科研人员,科研人员
1773,2,1,2,实施工程师,实施工程师
1774,2,3,0,科研人员,科研人员
1775,0,16,6,实施工程师,实施工程师
1776,0,0,0,测试工程师,测试工程师
1777,2,1,0,软件测试,软件测试
1778,2,1,0,科研人员,科研人员
1779,3,1,2,科研人员,科研人员
1780,0,3,0,实施工程师,实施工程师
1781,2,4,5,技术支持工程师,技术支持工程师
1782,0,2,0,测试工程师,测试工程师
1783,2,0,0,软件测试,软件测试
1784,0,3,0,实施工程师,实施工程师
1785,0,4,0,测试工程师,测试工程师
1786,2,6,0,测试工程师,测试工程师
1787,0,7,2,C/C++,C/C++
1788,0,3,0,Java,Java
1789,2,11,2,C/C++,C/C++
1790,2,5,0,C/C++,C/C++
1791,2,14,6,Java,Java
1792,2,1,0,科研人员,科研人员
1793,0,6,7,硬件测试,硬件测试
1794,2,3,4,测试工程师,测试工程师
1795,0,0,0,科研人员,科研人员
1796,0,13,0,Java,Java
1797,2,9,1,测试工程师,测试工程师
1798,0,0,0,硬件测试,硬件测试
1799,0,14,0,Java,Java
1800,2,7,5,软件测试,软件测试
1801,0,0,0,技术支持工程师,技术支持工程师
1802,2,2,2,技术支持工程师,技术支持工程师
1803,2,0,2,科研人员,科研人员
1804,0,0,0,Java,Java
1805,0,5,0,测试工程师,测试工程师
1806,0,1,0,实施工程师,实施工程师
1807,2,3,4,硬件测试,硬件测试
1808,0,4,0,Java,Java
1809,0,7,0,C/C++,C/C++
1810,0,3,3,实施工程师,实施工程师
1811,2,0,0,软件测试,软件测试
1812,0,8,1,前端开发,前端开发
1813,3,2,7,技术支持工程师,技术支持工程师
1814,0,2,5,测试工程师,测试工程师
1815,2,2,2,技术支持工程师,技术支持工程师
1816,0,10,6,测试工程师,测试工程师
1817,2,1,0,测试工程师,测试工程师
1818,0,10,0,C/C++,C/C++
1819,0,24,3,Java,Java
1820,0,0,0,测试工程师,测试工程师
1821,2,10,11,技术支持工程师,技术支持工程师
1822,0,0,0,技术支持工程师,技术支持工程师
1823,0,2,0,测试工程师,测试工程师
1824,2,0,0,技术支持工程师,技术支持工程师
1825,0,0,0,技术支持工程师,技术支持工程师
1826,1,2,2,硬件测试,硬件测试
1827,0,0,0,测试工程师,测试工程师
1828,0,0,0,科研人员,科研人员
1829,1,5,6,C/C++,C/C++
1830,2,11,0,C/C++,C/C++
1831,0,5,0,测试工程师,测试工程师
1832,0,0,0,科研人员,科研人员
1833,0,1,2,技术支持工程师,技术支持工程师
1834,0,1,0,科研人员,科研人员
1835,2,5,7,软件测试,软件测试
1836,0,1,0,技术支持工程师,技术支持工程师
1837,0,3,0,技术支持工程师,技术支持工程师
1838,0,16,4,前端开发,前端开发
1839,2,2,4,科研人员,科研人员
1840,0,5,1,软件测试,软件测试
1841,0,3,0,实施工程师,实施工程师
1842,2,5,0,测试工程师,测试工程师
1843,2,3,0,科研人员,科研人员
1844,0,14,0,C/C++,C/C++
1845,0,0,0,科研人员,科研人员
1846,0,11,6,C/C++,C/C++
1847,0,1,0,实施工程师,实施工程师
1848,0,0,0,科研人员,科研人员
1849,4,14,0,C/C++,C/C++
1850,0,4,3,软件测试,软件测试
1851,0,8,6,软件测试,软件测试
1852,0,6,0,软件测试,软件测试
1853,2,12,4,Java,Java
1854,0,5,0,硬件测试,硬件测试
1855,0,0,0,测试工程师,测试工程师
1856,2,1,0,软件测试,软件测试
1857,0,8,1,前端开发,前端开发
1858,0,4,0,软件测试,软件测试
1859,0,0,0,测试工程师,测试工程师
1860,0,0,0,软件测试,软件测试
1861,0,21,3,Java,Java
1862,0,5,0,技术支持工程师,技术支持工程师
1863,0,8,1,前端开发,前端开发
1864,2,0,3,科研人员,科研人员
1865,2,3,5,技术支持工程师,技术支持工程师
1866,0,12,1,Java,Java
1867,2,1,2,硬件测试,硬件测试
1868,2,8,0,C/C++,C/C++
1869,0,15,3,C/C++,C/C++
1870,2,7,0,软件测试,软件测试
1871,0,0,0,测试工程师,测试工程师
1872,0,0,0,Java,Java
1873,2,6,0,C/C++,C/C++
1874,2,2,3,技术支持工程师,技术支持工程师
1875,2,5,7,实施工程师,实施工程师
1876,2,4,4,技术支持工程师,技术支持工程师
1877,0,1,0,技术支持工程师,技术支持工程师
1878,2,8,4,Java,Java
1879,0,12,8,实施工程师,实施工程师
1880,2,2,2,科研人员,科研人员
1881,0,10,1,Java,Java
1882,2,23,5,Java,Java
1883,2,1,3,科研人员,科研人员
1884,0,11,3,前端开发,前端开发
1885,0,0,0,科研人员,科研人员
1886,0,5,1,测试工程师,测试工程师
1887,2,2,3,技术支持工程师,技术支持工程师
1888,2,3,6,技术支持工程师,技术支持工程师
1889,2,2,4,前端开发,前端开发
1890,2,1,0,测试工程师,测试工程师
1891,2,2,2,实施工程师,实施工程师
1892,2,3,3,技术支持工程师,技术支持工程师
1893,2,8,5,实施工程师,实施工程师
1894,0,15,1,Java,Java
1895,1,3,2,软件测试,软件测试
1896,2,0,1,科研人员,科研人员
1897,0,0,0,科研人员,科研人员
1898,0,4,9,硬件测试,硬件测试
1899,1,2,3,科研人员,科研人员
1900,0,18,9,测试工程师,测试工程师
1901,0,4,2,技术支持工程师,技术支持工程师
1902,2,3,3,科研人员,科研人员
1903,0,1,0,实施工程师,实施工程师
1904,0,0,0,实施工程师,实施工程师
1905,0,1,0,技术支持工程师,技术支持工程师
1906,0,3,0,科研人员,科研人员
1907,0,17,0,Java,Java
1908,0,2,0,测试工程师,测试工程师
1909,0,2,0,测试工程师,测试工程师
1910,2,7,0,软件测试,软件测试
1911,0,0,0,Java,Java
1912,2,5,7,软件测试,软件测试
1913,2,11,0,C/C++,C/C++
1914,0,9,4,软件测试,软件测试
1915,0,1,5,技术支持工程师,技术支持工程师
1916,0,11,4,C/C++,C/C++
1917,0,0,0,测试工程师,测试工程师
1918,2,23,5,C/C++,C/C++
1919,0,0,0,测试工程师,测试工程师
1920,2,1,0,实施工程师,实施工程师
1921,2,10,4,Java,Java
1922,0,8,0,前端开发,前端开发
1923,0,21,0,Java,Java
1924,2,10,0,C/C++,C/C++
1925,2,3,2,技术支持工程师,技术支持工程师
1926,0,2,0,软件测试,软件测试
1927,0,0,0,技术支持工程师,技术支持工程师
1928,0,2,0,软件测试,软件测试
1929,2,1,0,软件测试,软件测试
1930,0,3,0,实施工程师,实施工程师
1931,0,8,2,前端开发,前端开发
1932,4,5,4,科研人员,科研人员
1933,0,7,0,前端开发,前端开发
1934,2,4,4,前端开发,前端开发
1935,2,1,0,硬件测试,硬件测试
1936,0,2,2,科研人员,科研人员
1937,0,8,0,实施工程师,实施工程师
1938,0,1,2,软件测试,软件测试
1939,0,2,0,软件测试,软件测试
1940,0,0,0,科研人员,科研人员
1941,2,15,5,测试工程师,测试工程师
1942,0,1,4,测试工程师,测试工程师
1943,0,6,10,实施工程师,实施工程师
1944,2,2,0,科研人员,科研人员
1945,0,3,0,软件测试,软件测试
1946,0,14,0,C/C++,C/C++
1947,0,7,0,测试工程师,测试工程师
1948,2,4,3,C/C++,C/C++
1949,0,0,0,C/C++,C/C++
1950,0,5,1,软件测试,软件测试
1951,2,8,10,技术支持工程师,技术支持工程师
1952,2,10,3,实施工程师,实施工程师
1953,0,2,0,测试工程师,测试工程师
1954,0,0,0,软件测试,软件测试
1955,0,0,0,技术支持工程师,技术支持工程师
1956,2,10,2,测试工程师,测试工程师
1957,2,2,0,科研人员,科研人员
1958,0,15,1,Java,Java
1959,2,4,0,硬件测试,硬件测试
1960,2,3,5,技术支持工程师,技术支持工程师
1961,0,2,0,软件测试,软件测试
1962,0,10,3,Java,Java
1963,0,17,0,Java,Java
1964,2,2,0,测试工程师,测试工程师
1965,0,0,0,科研人员,科研人员
1966,0,1,0,技术支持工程师,技术支持工程师
1967,0,3,0,实施工程师,实施工程师
1968,2,4,2,测试工程师,测试工程师
1969,2,0,0,软件测试,软件测试
1970,2,4,0,C/C++,C/C++
1971,0,21,3,Java,Java
1972,2,11,0,测试工程师,测试工程师
1973,0,0,0,Java,Java
1974,2,2,7,技术支持工程师,技术支持工程师
1975,0,9,3,C/C++,C/C++
1976,0,8,1,前端开发,前端开发
1977,0,5,4,软件测试,软件测试
1978,2,1,0,软件测试,软件测试
1979,0,11,0,C/C++,C/C++
1980,0,3,0,技术支持工程师,技术支持工程师
1981,0,3,0,技术支持工程师,技术支持工程师
1982,2,8,3,Java,Java
1983,4,2,0,技术支持工程师,技术支持工程师
1984,2,7,4,C/C++,C/C++
1985,0,1,6,实施工程师,实施工程师
1986,0,0,0,前端开发,前端开发
1987,2,5,4,前端开发,前端开发
1988,2,2,5,科研人员,科研人员
1989,0,11,0,前端开发,前端开发
1990,0,5,1,软件测试,软件测试
1991,0,0,0,测试工程师,测试工程师
1992,3,5,0,软件测试,软件测试
1993,2,10,0,Java,Java
1994,2,1,1,技术支持工程师,技术支持工程师
1995,0,3,7,技术支持工程师,技术支持工程师
1996,0,1,0,实施工程师,实施工程师
1997,2,13,2,C/C++,C/C++
1998,2,2,6,测试工程师,测试工程师
1999,2,21,4,前端开发,前端开发
2000,0,3,0,实施工程师,实施工程师
2001,2,0,0,测试工程师,测试工程师
2002,0,1,0,技术支持工程师,技术支持工程师
2003,2,1,4,科研人员,科研人员
2004,0,3,0,C/C++,C/C++
2005,2,4,3,前端开发,前端开发
2006,2,5,0,测试工程师,测试工程师
2007,2,5,6,实施工程师,实施工程师
2008,0,10,3,实施工程师,实施工程师
2009,0,3,0,测试工程师,测试工程师
2010,2,11,0,Java,Java
2011,0,0,0,科研人员,科研人员
2012,0,11,3,C/C++,C/C++
2013,2,9,2,Java,Java
2014,4,9,0,Java,Java
2015,0,2,0,软件测试,软件测试
2016,0,2,0,软件测试,软件测试
2017,0,3,0,实施工程师,实施工程师
2018,0,5,4,软件测试,软件测试
2019,0,0,0,测试工程师,测试工程师
2020,0,0,0,测试工程师,测试工程师
2021,2,8,0,Java,Java
2022,2,7,5,软件测试,软件测试
2023,2,3,6,技术支持工程师,技术支持工程师
2024,2,11,0,测试工程师,测试工程师
2025,2,5,2,测试工程师,测试工程师
2026,0,0,0,技术支持工程师,技术支持工程师
2027,2,0,2,科研人员,科研人员
2028,0,7,2,C/C++,C/C++
2029,0,8,0,Java,Java
2030,0,10,4,测试工程师,测试工程师
2031,0,0,0,Java,Java
2032,0,7,4,软件测试,软件测试
2033,0,17,0,软件测试,软件测试
2034,0,0,0,软件测试,软件测试
2035,2,8,5,实施工程师,实施工程师
2036,2,1,0,测试工程师,测试工程师
2037,0,0,0,硬件测试,硬件测试
2038,0,4,3,软件测试,软件测试
2039,0,2,0,测试工程师,测试工程师
2040,0,6,0,测试工程师,测试工程师
2041,2,1,1,科研人员,科研人员
2042,0,0,0,软件测试,软件测试
2043,0,2,0,实施工程师,实施工程师
2044,0,1,0,前端开发,前端开发
2045,4,0,0,科研人员,科研人员
2046,0,0,0,Java,Java
2047,0,18,3,Java,Java
2048,2,12,0,C/C++,C/C++
2049,2,0,0,科研人员,科研人员
2050,0,2,0,硬件测试,硬件测试
2051,0,10,1,Java,Java
2052,0,0,0,测试工程师,测试工程师
2053,0,1,3,科研人员,科研人员
2054,0,3,0,实施工程师,实施工程师
2055,0,5,0,C/C++,C/C++
2056,2,23,2,测试工程师,测试工程师
2057,2,12,2,Java,Java
2058,0,2,0,测试工程师,测试工程师
2059,0,2,7,实施工程师,实施工程师
2060,2,4,4,实施工程师,实施工程师
2061,2,1,0,科研人员,科研人员
2062,4,4,0,科研人员,科研人员
2063,0,0,0,Java,Java
2064,0,5,1,软件测试,软件测试
2065,0,3,7,技术支持工程师,技术支持工程师
2066,2,4,2,Java,Java
2067,2,11,3,Java,Java
2068,0,3,0,技术支持工程师,技术支持工程师
2069,4,16,4,C/C++,C/C++
2070,2,11,5,Java,Java
2071,2,15,6,软件测试,软件测试
2072,0,8,1,前端开发,前端开发
2073,0,11,3,Java,Java
2074,0,3,0,实施工程师,实施工程师
2075,2,22,7,Java,Java
2076,0,7,1,Java,Java
2077,0,4,3,实施工程师,实施工程师
2078,0,4,3,测试工程师,测试工程师
2079,0,0,0,技术支持工程师,技术支持工程师
2080,0,0,0,测试工程师,测试工程师
2081,0,3,0,C/C++,C/C++
2082,0,14,0,Java,Java
2083,0,0,0,科研人员,科研人员
2084,0,2,0,技术支持工程师,技术支持工程师
2085,2,6,1,科研人员,科研人员
2086,2,4,5,科研人员,科研人员
2087,0,14,0,C/C++,C/C++
2088,2,0,0,科研人员,科研人员
2089,0,0,0,技术支持工程师,技术支持工程师
2090,0,13,0,C/C++,C/C++
2091,0,21,0,C/C++,C/C++
2092,0,0,0,测试工程师,测试工程师
2093,0,21,0,Java,Java
2094,0,7,3,实施工程师,实施工程师
2095,2,2,1,技术支持工程师,技术支持工程师
2096,0,2,2,技术支持工程师,技术支持工程师
2097,0,3,0,技术支持工程师,技术支持工程师
2098,0,2,4,技术支持工程师,技术支持工程师
2099,2,11,0,C/C++,C/C++
2100,0,13,0,C/C++,C/C++
2101,0,1,0,实施工程师,实施工程师
2102,0,15,1,Java,Java
2103,0,0,0,C/C++,C/C++
2104,2,3,0,科研人员,科研人员
2105,2,4,0,技术支持工程师,技术支持工程师
2106,0,7,0,Java,Java
2107,0,0,0,实施工程师,实施工程师
2108,1,9,1,软件测试,软件测试
2109,0,7,4,软件测试,软件测试
2110,2,0,0,科研人员,科研人员
2111,2,1,0,软件测试,软件测试
2112,6,3,5,科研人员,科研人员
2113,2,4,8,科研人员,科研人员
2114,2,2,0,科研人员,科研人员
2115,2,4,2,Java,Java
2116,0,5,4,C/C++,C/C++
2117,2,5,7,测试工程师,测试工程师
2118,2,2,0,技术支持工程师,技术支持工程师
2119,2,6,0,软件测试,软件测试
2120,0,3,0,实施工程师,实施工程师
2121,2,2,0,软件测试,软件测试
2122,2,2,3,技术支持工程师,技术支持工程师
2123,2,2,4,技术支持工程师,技术支持工程师
2124,0,1,0,科研人员,科研人员
2125,2,29,3,Java,Java
2126,0,1,0,实施工程师,实施工程师
2127,0,13,7,Java,Java
2128,3,3,6,技术支持工程师,技术支持工程师
2129,0,2,0,技术支持工程师,技术支持工程师
2130,0,5,0,测试工程师,测试工程师
2131,2,1,7,实施工程师,实施工程师
2132,0,5,0,硬件测试,硬件测试
2133,2,1,3,科研人员,科研人员
2134,0,1,0,技术支持工程师,技术支持工程师
2135,0,5,0,测试工程师,测试工程师
2136,3,1,2,技术支持工程师,技术支持工程师
2137,0,11,2,Java,Java
2138,2,6,0,软件测试,软件测试
2139,0,1,0,科研人员,科研人员
2140,4,1,1,科研人员,科研人员
2141,2,1,0,软件测试,软件测试
2142,0,3,4,实施工程师,实施工程师
2143,0,1,0,科研人员,科研人员
2144,2,7,0,软件测试,软件测试
2145,0,15,0,前端开发,前端开发
2146,2,0,3,测试工程师,测试工程师
2147,2,1,4,软件测试,软件测试
2148,2,12,4,Java,Java
2149,2,4,4,测试工程师,测试工程师
2150,2,1,0,科研人员,科研人员
2151,0,0,0,测试工程师,测试工程师
2152,2,0,0,科研人员,科研人员
2153,0,2,0,软件测试,软件测试
2154,2,9,7,实施工程师,实施工程师
2155,0,1,0,实施工程师,实施工程师
2156,0,21,0,Java,Java
2157,2,5,7,测试工程师,测试工程师
2158,0,3,3,技术支持工程师,技术支持工程师
2159,4,2,0,科研人员,科研人员
